doc_id,ocr_tokens,correct_tokens,labels
1,Commlttee,Committee,1
1,put,put,0
1,the,the,0
1,Superfund,Superfund,0
1,fundlng,funding,1
1,package,package,0
1,1n,in,1
1,the,the,0
1,budget,budget,0
1,reconclllatlon,reconciliation,1
1,amendment,amendment,0
1,to,to,0
1,delete,delete,0
1,the,the,0
1,Superfund,Superfund,0
1,fundlng,funding,1
1,from,from,0
1,the,the,0
1,budget,budget,0
1,reconclllatlon,reconciliation,1
1,flnance,finance,1
1,the,the,0
1,Superfund,Superfund,0
1,cleanup,cleanup,0
1,program.,program.,0
1,House,House,0
1,Actlvlty,Activity,1
1,cleanup,cleanup,0
1,program,program,0
1,by,by,0
1,slgnlflcantly,significantly,1
1,1ncreaslng,increasing,1
1,the,the,0
1,tax,tax,0
1,of,of,0
1,chemlcal,chemical,1
1,feedstock:,feedstocks,1
1,and,and,0
1,011.,oil.,1
1,The,The,0
1,House,House,0
1,narrowly,narrowly,0
1,defeated,defeated,0
1,the,the,0
1,Ways,Ways,0
1,&,&,0
1,Means,Means,0
1,Commlttee's,Committee's,1
1,the,the,0
1,"envlronmentallsts,","environmentalists,",1
1,and,and,0
1,a,a,0
1,broad,broad,0
1,Coalltlon,coalition,1
1,of,of,0
1,"manufacturers,","manufacturers,",0
1,Hlth,with,1
1,thls,this,1
1,Page,Page,0
1,5,5,0
1,bllllon,billion,1
1,Superfund,Superfund,0
1,from,from,0
1,a,a,0
1,$2,$2,0
1,bllllon,billion,1
1,tax,tax,0
1,on,on,0
1,chemlcal,chemical,1
1,"feedstocks,","feedstocks,",0
1,53.1,S3.1,1
1,bllllon,billion,1
1,from,from,0
1,a,a,0
1,crude,crude,0
1,011,oil,1
1,"tax,","tax,",0
1,52,$2,1
1,billion,billion,0
1,from,from,0
1,a,a,0
1,waste,waste,0
1,tax.,"tax,",1
1,51.5,SI.6,1
1,bllllon,billion,1
1,from,from,0
1,general,general,0
1,revenues,revenues,0
1,and,and,0
1,smaller,smaller,0
1,amounts,amounts,0
1,from,from,0
1,other,other,0
1,sources.,sources.,0
1,The,The,0
1,program,program,0
1,provlslons,provisions,1
1,were,were,0
1,a,a,0
1,compromlse,compromise,1
1,of,of,0
1,the,the,0
1,Energy,Energy,0
1,&,&,0
1,Commerce,Commerce,0
1,and,and,0
1,Publlc,Public,1
1,Works,Works,0
1,&,&,0
1,Transportatlon,Transportation,1
1,Commlttees,Committees,1
1,proposals.,proposals.,0
1,They,They,0
1,1nclude,include,1
1,cleanup,cleanup,0
1,schedules.,"schedules,",1
1,cleanup,cleanup,0
1,"standards,","standards,",0
1,cltlzen,citizen,1
1,"sluts,","suits,",1
1,settlement,settlement,0
1,procedures,procedures,0
1,and,and,0
1,rlghtitoiknow,right-to-know,1
1,provlslons,provisions,1
1,1nclud1ng,including,1
1,a,a,0
1,requlrement,requirement,1
1,that,that,0
1,certaln,certain,1
1,companles,companies,1
1,report,report,0
1,annually,annually,0
1,thelr,their,1
1,total,total,0
1,releases,releases,0
1,of,of,0
1,chemlcals,chemicals,1
1,that,that,0
1,can,can,0
1,cause,cause,0
1,chronlc,chronic,1
1,health,health,0
1,hazards.,hazards.,0
1,The,The,0
1,House,House,0
1,defeated,defeated,0
1,an,an,0
1,amendment,amendment,0
1,to,to,0
1,create,create,0
1,a,a,0
1,federal,federal,0
1,cause,cause,0
1,compensatlon,compensation,1
1,"provlslons,","provisions,",1
1,whlch,which,1
1,was,was,0
1,a,a,0
1,key,key,0
1,CMA,CMA,0
1,prlorlty,priority,1
1,1n,in,1
1,Superfund,Superfund,0
1,reauthorlzatlon.,reauthorization.,1
1,The,The,0
1,House,House,0
1,and,and,0
1,Senate,Senate,0
1,conference,conference,0
1,on,on,0
1,Superfund,Superfund,0
1,reauthorlzatlon,reauthorization,1
1,could,could,0
1,begln,begin,1
1,1n,in,1
1,late,late,0
1,"January,","January,",0
1,after,after,0
1,the,the,0
1,conferees,conferees,0
1,have,have,0
1,been,been,0
1,appolnted.,appointed.,1
1,But,But,0
1,major,major,0
1,concerns,concerns,0
1,need,need,0
1,to,to,0
1,be,be,0
1,resolved,resolved,0
1,on,on,0
1,the,the,0
1,fundlng,funding,1
1,"level,","level,",0
1,mechanlsm,mechanism,1
1,and,and,0
1,program,program,0
1,lssues.,issues.,1
1,One,One,0
1,of,of,0
1,the,the,0
1,major,major,0
1,program,program,0
1,lssues,issues,1
1,to,to,0
1,be,be,0
1,resolved,resolved,0
1,1n,in,1
1,conference,conference,0
1,15,is,1
1,provldes,provides,1
1,more,more,0
1,general,general,0
1,guldance.,guidance.,1
1,The,The,0
1,Superfund,Superfund,0
1,Task,Task,0
1,Group,Group,0
1,of,of,0
1,CMA'S,CMA's,1
1,Government,Government,0
1,Relatlons,Relations,1
1,Commlttee,Committee,1
1,will,will,0
1,now,now,0
1,focus,focus,0
1,1::,its,1
1,attentlon,attention,1
1,on,on,0
1,the,the,0
1,House,House,0
1,and,and,0
1,Senate,Senate,0
1,conferees.,conferees.,0
1,A,A,0
1,strategy,strategy,0
1,will,will,0
1,be,be,0
1,developed,developed,0
1,and,and,0
1,agresslvely,agressively,1
1,unplemented,implemented,1
1,on,on,0
1,the,the,0
1,tax,tax,0
1,and,and,0
1,program,program,0
1,lssues.,issues.,1
1,Before,Before,0
1,Congress,Congress,0
1,adjourned,adjourned,0
1,for,for,0
1,the,the,0
1,year,year,0
1,on,on,0
1,December,December,0
1,"20,","20,",0
1,they,they,0
1,made,made,0
1,one,one,0
1,last,last,0
1,effort,effort,0
1,to,to,0
1,provlde,provide,1
1,fundlng,funding,1
1,for,for,0
1,the,the,0
1,Superfund,Superfund,0
1,program.,program.,0
1,on,On,1
1,December,December,0
1,13,13,0
1,the,the,0
1,House,House,0
1,and,and,0
1,Senate,Senate,0
1,conference,conference,0
1,on,on,0
1,budget,budget,0
1,reconclllatlon,reconciliation,1
1,began,began,0
1,to,to,0
1,conslder,consider,1
1,the,the,0
1,Superfund,Superfund,0
1,fundlng,funding,1
1,lssues.,issues.,1
1,They,They,0
1,agreed,agreed,0
1,on,on,0
1,a,a,0
1,compromlse,compromise,1
1,of,of,0
1,the,the,0
1,Senate,Senate,0
1,fundlng,funding,1
1,level,level,0
1,of,of,0
1,$10,$10,0
1,bllllon,billion,1
1,over,over,0
1,Elva,five,1
1,years.,years.,0
1,But,But,0
1,when,when,0
1,the,the,0
1,conference,conference,0
1,report,report,0
1,went,went,0
1,back,back,0
1,to,to,0
1,the,the,0
1,House,House,0
1,for,for,0
1,"approval,","approval,",0
1,Represenatlve,Represenative,1
1,Dan,Dan,0
1,Rostenkowskl,Rostenkowski,1
1,the,the,0
1,broadibased,broad-based,1
1,tax.,tax.,0
1,Untll,Until,1
1,Congress,Congress,0
1,ajoumed,ajoumed,0
1,December,December,0
1,20,20,0
1,wlthout,without,1
1,passlng,passing,1
1,budget,budget,0
1,"reconclllatlon,","reconciliation,",1
1,the,the,0
1,House,House,0
1,contlnued,continued,1
1,to,to,0
1,delete,delete,0
1,Superfund,Superfund,0
1,and,and,0
1,the,the,0
1,Senate,Senate,0
1,kept,kept,0
1,insisting,insisting,0
1,Superfund,Superfund,0
1,be,be,0
1,1ncluded.,included.,1
1,Th1:,This,1
1,deadlock,deadlock,0
1,over,over,0
1,the,the,0
1,dlfferent,different,1
1,fundlng,funding,1
1,approaches,approaches,0
1,approved,approved,0
1,by,by,0
1,the,the,0
1,House,House,0
1,and,and,0
1,Senate,Senate,0
1,Signals,signals,1
1,how,how,0
1,dlfflcult,difficult,1
1,the,the,0
1,fundlng,funding,1
1,lssue,issue,1
1,Will,will,1
1,be,be,0
1,to,to,0
1,resolve,resolve,0
1,1n,in,1
1,1935.,1986.,1
1,Regulatory,Regulatory,0
1,Developments,Developments,0
1,and,and,0
1,Response,Response,0
1,Natlonal,National,1
1,Prlorlty,Priority,1
1,L15:,List,1
1,Comments.,Comments.,0
1,The,The,0
1,EMC'S,EMC's,1
1,Superfund,Superfund,0
1,Implementatlon,Implementation,1
1,Task,Task,0
1,Group,Group,0
1,submltted,submitted,1
1,comments,comments,0
1,to,to,0
1,EPA,EPA,0
1,on,on,0
1,proposed,proposed,0
1,amendments,amendments,0
1,to,to,0
1,the,the,0
1,flexlblllty,flexibility,1
1,1n,in,1
1,requlrlng,requiring,1
1,cleanups,cleanups,0
1,under,under,0
1,Superfund,Superfund,0
1,or,or,0
1,RCRA.,RCRA.,0
1,we,we,0
1,1nd1cated,indicated,1
1,Page,Page,0
1,5,6,1
1,rigid,rigid,0
1,"and,","and,",0
1,1n,in,1
1,fact.,"fact,",1
1,slow,slow,0
1,down,down,0
1,the,the,0
1,cleanup,cleanup,0
1,process.,process.,0
1,Pollcy,Policy,1
1,"Development,","Development,",0
1,Analytlcal,Analytical,1
1,and,and,0
1,Program,Program,0
1,Actlvltles,Activities,1
1,1ntervene,intervene,1
1,1n,in,1
1,lltlgatlon,litigation,1
1,challenglng,challenging,1
1,EPA'S,EPA's,1
1,revlslons,revisions,1
1,to,to,0
1,the,the,0
1,Natlonal,National,1
1,Contlngency,Contingency,1
1,Plan.,Plan.,0
1,CMA'S,CMA's,1
1,concerns,concerns,0
1,are:,are:,0
1,(17,(1),1
1,EPA,EPA,0
1,1nclud1ng,including,1
1,technology,technology,0
1,determlnlng,determining,1
1,what,what,0
1,are,are,0
1,relevant,relevant,0
1,cleanup,cleanup,0
1,standards;,standards;,0
1,(27,(2),1
1,EPA,EPA,0
1,establlshlng,establishing,1
1,1ncorporat1ng,incorporating,1
1,other,other,0
1,regulatory,regulatory,0
1,Agency,Agency,0
1,standards,standards,0
1,for,for,0
1,purposes,purposes,0
1,of,of,0
1,deflnlng,defining,1
1,the,the,0
1,relevant,relevant,0
1,cleanup,cleanup,0
1,standards,standards,0
1,that,that,0
1,go,go,0
1,beyond,beyond,0
1,the,the,0
1,statute's,statute's,0
1,requlrements.,requirements.,1
1,Communlcatlons,Communications,1
1,Nearly,Nearly,0
1,all,all,0
1,of,of,0
1,the,the,0
1,News,News,0
1,Servlce,Service,1
1,Dlvlslon's,Division's,1
1,efforts,efforts,0
1,and,and,0
1,resources,resources,0
1,were,were,0
1,dedlcated,dedicated,1
1,to,to,0
1,Superfund,Superfund,0
1,durlng,during,1
1,the,the,0
1,October,October,0
1,to,to,0
1,December,December,0
1,perlod.,period.,1
1,Brleflngs,Briefings,1
1,on,on,0
1,Superfund,Superfund,0
1,lssues,issues,1
1,for,for,0
1,key,key,0
1,medla,media,1
1,contlnued,continued,1
1,durlng,during,1
1,the,the,0
1,"perlod,","period,",1
1,and,and,0
1,were,were,0
1,concentrated,concentrated,0
1,on,on,0
1,Washlngton,Washington,1
1,correspondents,correspondents,0
1,for,for,0
1,the,the,0
1,followlng,following,1
1,newspapers,newspapers,0
1,and,and,0
1,news,news,0
1,organlzatlons:,organizations:,1
1,Assoclated,Associated,1
1,"Press,","Press,",0
1,Dow,Dow,0
1,Jones,Jones,0
1,News,News,0
1,"Servlce,","Service,",1
1,Charleston,Charleston,0
1,1w.v.7,(W.V.),1
1,Dally,Daily,1
1,"Mall,","Mail,",1
1,Dttaway,Ottaway,1
1,News,News,0
1,"Servlce,","Service,",1
1,Detrolt,Detroit,1
1,(M1ch.7,(Mich.),1
1,Free,Free,0
1,"Press,","Press,",0
1,Scrlpps*ﬂoward,Scripps-Howard,1
1,News,News,0
1,"Servlces,","Services,",1
1,USA,USA,0
1,"Today,","Today,",0
1,Wall,Wall,0
1,Street,Street,0
1,"Journal,","Journal,",0
1,Chlcago,Chicago,1
1,"SerV1CE,","Service,",1
1,and,and,0
1,Gannett,Gannett,0
1,News,News,0
1,Servlce.,Service.,1
1,representatlves,representatives,1
1,and,and,0
1,assoclatlon,association,1
1,staff,staff,0
1,have,have,0
1,partlclpated,participated,1
1,1n,in,1
1,133,133,0
1,brleflngs,briefings,1
1,on,on,0
1,Superfund,Superfund,0
1,lssues,issues,1
1,1n,in,1
1,more,more,0
1,than,than,0
1,70,70,0
1,cltles.,cities.,1
1,Televlslon,Television,1
1,and,and,0
1,radlo,radio,1
1,actlvlty,activity,1
1,1ncreased,increased,1
1,durlng,during,1
1,the,the,0
1,perlod,period,1
1,on,on,0
1,extenslve,extensive,1
1,use,use,0
1,of,of,0
1,1:5,its,1
1,"""alternatlve","""alternative",1
1,TV,TV,0
1,"network,""","network,""",0
1,provldlng,providing,1
1,speclally,specially,1
1,targeted,targeted,0
1,newsfeeds,newsfeeds,0
1,to,to,0
1,key,key,0
1,Congresslonal,Congressional,1
1,dlstrlcts.,districts.,1
1,Subjects,Subjects,0
1,covered,covered,0
1,1n,in,1
1,proposal,proposal,0
1,on,on,0
1,chemlcal,chemical,1
1,producers;,producers;,0
1,proprlety,propriety,1
1,of,of,0
1,Ways,Ways,0
1,and,and,0
1,Means,Means,0
1,Commlttee,Committee,1
1,passed,passed,0
1,Verslon,version,1
1,of,of,0
1,Superfund,Superfund,0
1,fundlng;,funding;,1
1,and,and,0
1,1dent1£1catlon,identification,1
1,of,of,0
1,1ndustr1es,industries,1
1,whlch,which,1
1,have,have,0
1,contrlbuted,contributed,1
1,waste,waste,0
1,to,to,0
1,Superfund,Superfund,0
1,sltes,sites,1
1,7,-,1
1,that,that,0
1,pay,pay,0
1,no,no,0
1,Superfund,Superfund,0
1,taxes.,taxes.,0
1,Targeted,Targeted,0
1,TV,TV,0
1,newsfeeds,newsfeeds,0
1,were,were,0
1,dlstrlbuted,distributed,1
1,1n,in,1
1,nearly,nearly,0
1,40,40,0
1,key,key,0
1,Congresslonal,Congressional,1
1,dlstrlcts.,districts.,1
1,"Usage,","Usage,",0
1,dependlng,depending,1
1,on,on,0
1,the,the,0
1,"subject,","subject,",0
1,ran,ran,0
1,between,between,0
1,25%,26%,1
1,and,and,0
